Time, sus_pos_ref, sus_pos, sus_vel, sus_torque, steer_pos_ref, steer_pos, steer_vel, steer_torque, drive_vel_ref, drive_pos, drive_vel, drive_torque slip_ratio, grf_x, grf_y, grf_z, grt_x, grt_y, grt_z 
0.126,0,-7.12972e-05,3.07965e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000679255,0.00554077,-2.27043,0.503141,5.29639,0.427087,913.082,0,0,0
0.127,0,-7.12495e-05,4.76553e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000684468,0.00521293,-2.13972,0.516918,4.44687,2.90404,909.695,0,0,0
0.128,0,-7.11854e-05,6.41214e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000689657,0.00518957,-2.13079,0.555857,4.99309,1.82288,906.895,0,0,0
0.129,0,-7.1105e-05,8.03827e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000695106,0.00544824,-2.23469,0.608247,4.56493,2.73864,903.146,0,0,0
0.13,0,-7.10084e-05,9.65872e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000700741,0.00563494,-2.30981,0.670494,4.70966,2.51047,899.256,0,0,0
0.131,0,-7.08961e-05,0.000112285,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000706439,0.00569815,-2.33555,0.696162,4.55217,2.81933,895.262,0,0,0
0.132,0,-7.07683e-05,0.00012781,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000712088,0.00564969,-2.31662,0.728155,4.4779,2.97485,891.203,0,0,0
0.133,0,-7.06253e-05,0.000143035,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000717672,0.00558351,-2.29059,0.756177,4.31944,3.2385,886.96,0,0,0
0.134,0,-7.04674e-05,0.000157871,0,0,-2.93238e-12,-2.93238e-09,0,0,0.0007232,0.00552813,-2.26889,0.788258,4.25307,3.3651,882.595,0,0,0
0.135,0,-7.02949e-05,0.000172542,0,0,-2.93238e-12,-2.93238e-09,0,0,0.00072868,0.0054805,-2.25028,0.825841,4.22162,3.44599,878.115,0,0,0
0.136,0,-7.01082e-05,0.000186684,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000734118,0.00543764,-2.23357,0.858652,4.17838,3.54231,873.519,0,0,0
0.137,0,-6.99076e-05,0.000200581,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000739489,0.00537047,-2.20713,0.883922,4.20794,3.55423,868.812,0,0,0
0.138,0,-6.96936e-05,0.000214005,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000744801,0.00531204,-2.18419,0.920618,4.12682,3.69682,863.995,0,0,0
0.139,0,-6.94665e-05,0.00022712,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000750058,0.00525727,-2.1627,0.947287,4.09813,3.77832,859.075,0,0,0
0.14,0,-6.92267e-05,0.000239779,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000755259,0.00520141,-2.14078,0.986254,4.06642,3.86366,854.047,0,0,0
